"","term","year","instructor","dept","course.id","course.name","section","type","responses","enrollment","resp.rate","hrs.per.week","interst.in.student.learning","exp.goals","clarity","provide.feedback","importance","exp.subject","respect","overall.teaching","overall.course","id.name","year.term"
"116","Spring","2016","ANDRE PLATZER","CS","15424","FNDN CYB PHY SYS","1","Lect","7","10","70%","11.43","4.29","4","4","4.14","4.57","4","4.43","4","4.29","15424 - FNDN CYB PHY SYS","2016 Spring"
"117","Spring","2016","JEFFREY EPPINGER","CS","15437","WEB APPLCTN DEVLPMNT","A","Lect","8","12","67%","11.88","4.75","4.5","4.5","4.38","4.5","4.25","5","4.75","4.5","15437 - WEB APPLCTN DEVLPMNT","2016 Spring"
"118","Spring","2016","JEFFREY EPPINGER","CS","15437","WEB APPLCTN DEVLPMNT","B","Lect","5","8","63%","7.4","3.8","4.2","4","3.2","4","3.4","4.6","3.8","4","15437 - WEB APPLCTN DEVLPMNT","2016 Spring"
"119","Spring","2016","JEFFREY EPPINGER","CS","15437","WEB APPLCTN DEVLPMNT","C","Lect","8","9","89%","8.38","4.5","4.88","4.88","3.88","4.75","4.75","4.88","4.88","4.5","15437 - WEB APPLCTN DEVLPMNT","2016 Spring"
"120","Spring","2016","JEFFREY EPPINGER","CS","15437","WEB APPLCTN DEVLPMNT","D","Lect","6","8","75%","11","4","4.67","4.33","4.17","4.5","4.67","4.5","4.5","4","15437 - WEB APPLCTN DEVLPMNT","2016 Spring"
"121","Spring","2016","THIERRY SANS","CS","15437","WEB APPLCTN DEVLPMNT","W","Lect","12","15","80%","14.42","3.75","4.08","4.25","3.5","4.17","3.92","3.42","3.58","3.83","15437 - WEB APPLCTN DEVLPMNT","2016 Spring"
"122","Spring","2016","SATYANARAYANAN, M. (co-taught)","CS","15440","DISTRIBUTED SYSTEMS","A","Lect","27","57","47%","13.96","4.5","4.42","4.42","4.08","4.69","4.46","4.69","4.31","4.27","15440 - DISTRIBUTED SYSTEMS","2016 Spring"
"123","Spring","2016","PILLAI, P. (co-taught)","CS","15440","DISTRIBUTED SYSTEMS","A","Lect","27","57","47%","14.08","4.48","4.43","4.48","4.26","4.57","4.52","4.65","4.48","4.26","15440 - DISTRIBUTED SYSTEMS","2016 Spring"
"124","Spring","2016","KHALED HARRAS","CS","15441","COMPUTER NETWORKS","W","Lect","6","7","86%","21.8","4.67","4.67","4.67","4.17","4.67","4.83","4.67","4.67","4.17","15441 - COMPUTER NETWORKS","2016 Spring"
"125","Spring","2016","SLEATOR, D. (co-taught)","CS","15451","ALGORITHM DES & ANLS","1","Lect","57","68","84%","10.04","4.12","3.91","3.96","3.67","4.16","3.77","4.12","3.68","4.16","15451 - ALGORITHM DES & ANLS","2016 Spring"
"126","Spring","2016","GUPTA, A. (co-taught)","CS","15451","ALGORITHM DES & ANLS","1","Lect","57","68","84%","10.11","4.64","4.55","4.52","4.38","4.52","4.59","4.61","4.57","4.39","15451 - ALGORITHM DES & ANLS","2016 Spring"
"127","Spring","2016","KLAUS SUTNER","CS","15453","FRML LNG ATMT & CMPB","1","Lect","13","30","43%","10.54","4.62","4.54","4.62","4.15","4.62","4.69","4.62","4.62","4.46","15453 - FRML LNG ATMT & CMPB","2016 Spring"
"128","Spring","2016","NANCY POLLARD","CS","15462","COMPUTER GRAPHICS","A","Lect","17","32","53%","13.06","3.71","3.53","3.76","3.41","4","3.71","4.53","3.35","3.06","15462 - COMPUTER GRAPHICS","2016 Spring"
"129","Spring","2016","DUESING, J. (co-taught)","CS","15465","ANIMATION ART & TECH","A","Lect","6","14","43%","12.17","4.17","4.17","3.83","4.33","4","3.5","4.5","4.17","3.83","15465 - ANIMATION ART & TECH","2016 Spring"
"130","Spring","2016","HODGINS, J. (co-taught)","CS","15465","ANIMATION ART & TECH","A","Lect","6","14","43%","13","3.83","4","3.83","4","4","3.33","3.67","3.83","3.67","15465 - ANIMATION ART & TECH","2016 Spring"
"131","Spring","2016","STELIAN COROS","CS","15467","SIM MTHDS ANIM FABRC","A","Lect","2","3","67%","9.5","4.5","4.5","5","4.5","5","5","5","5","4.5","15467 - SIM MTHDS ANIM FABRC","2016 Spring"
"132","Spring","2016","ARIEL PROCACCIA","CS","15483","ST:TRTH, JST, ALGRTH","A","Lect","9","14","64%","6.33","4.88","4.88","4.88","4.75","4.88","4.88","4.88","4.88","4.88","15483 - ST:TRTH, JST, ALGRTH","2016 Spring"
"133","Spring","2016","MARIA MANUELA VELOSO","CS","15491","ST:AI ROBOTS D-L PRB","A","Lect","8","13","62%","9.29","3.88","4.13","4","4.5","3.63","3.75","4.38","4.25","4.13","15491 - ST:AI ROBOTS D-L PRB","2016 Spring"
"134","Spring","2016","DAVID TOURETZKY","CS","15494","ST:COGNTVE ROBOTICS","1","Lect","2","4","50%","14","2.5","2","1.5","2","3","2.5","1.5","2","2","15494 - ST:COGNTVE ROBOTICS","2016 Spring"
"135","Spring","2016","BLUM, M. (co-taught)","CS","15503","ST:THRTCL CRPTOGPHY","A","Lect","12","17","71%","7","4.67","3.75","4.08","4","4.67","4.33","4.58","4","4.17","15503 - ST:THRTCL CRPTOGPHY","2016 Spring"
"136","Spring","2016","GURUSWAMI, V. (co-taught)","CS","15503","ST:THRTCL CRPTOGPHY","A","Lect","12","17","71%","7.18","4.5","4.17","4.25","4.27","4.58","4.5","4.67","4.5","4.17","15503 - ST:THRTCL CRPTOGPHY","2016 Spring"
"137","Spring","2016","GOLDSTEIN, S. (co-taught)","CS","15513","INTRO COMPUTER SYSTM","A","Lect","45","66","68%","16.84","4.51","4.67","4.73","4.51","4.64","4.67","4.67","4.64","4.75","15513 - INTRO COMPUTER SYSTM","2016 Spring"
"138","Spring","2016","FRANCHETTI, F. (co-taught)","CS","15513","INTRO COMPUTER SYSTM","A","Lect","45","66","68%","16.62","4.44","4.58","4.68","4.38","4.6","4.65","4.52","4.47","4.7","15513 - INTRO COMPUTER SYSTM","2016 Spring"
"139","Spring","2016","RAILING, B. (co-taught)","CS","15513","INTRO COMPUTER SYSTM","A","Lect","45","66","68%","16.9","4.63","4.7","4.68","4.5","4.6","4.6","4.63","4.6","4.7","15513 - INTRO COMPUTER SYSTM","2016 Spring"
"140","Spring","2016","ECKHARDT, D. (co-taught)","CS","15605","OPRG SYS DSG IMPLMN","A","Lect","23","27","85%","25.39","4.65","4.61","4.65","4.48","4.7","4.41","4.52","4.57","4.74","15605 - OPRG SYS DSG IMPLMN","2016 Spring"
"141","Spring","2016","MOWRY, T. (co-taught)","CS","15605","OPRG SYS DSG IMPLMN","A","Lect","23","27","85%","26.45","4.61","4.57","4.7","4.52","4.74","4.64","4.78","4.65","4.78","15605 - OPRG SYS DSG IMPLMN","2016 Spring"
"142","Spring","2016","Bryant, R. (co-taught)","CS","15618","PRLL COMP ARC & PGMG","A","Lect","37","57","65%","16.54","4.59","4.62","4.59","4.57","4.68","4.59","4.73","4.65","4.76","15618 - PRLL COMP ARC & PGMG","2016 Spring"
"143","Spring","2016","FATAHALIAN, K. (co-taught)","CS","15618","PRLL COMP ARC & PGMG","A","Lect","37","57","65%","17.03","4.92","4.92","4.97","4.86","4.97","4.95","4.84","4.95","4.95","15618 - PRLL COMP ARC & PGMG","2016 Spring"
"144","Spring","2016","MAJD SAKR","CS","15619","CLOUD COMPUTING","A","Lect","77","105","73%","23.92","3.95","3.94","4.12","3.3","3.94","3.91","3.96","3.78","4.1","15619 - CLOUD COMPUTING","2016 Spring"
"145","Spring","2016","MAJD SAKR","CS","15619","CLOUD COMPUTING","B","Lect","58","80","73%","24.71","3.81","3.72","4.04","3.14","3.98","3.84","3.81","3.66","3.76","15619 - CLOUD COMPUTING","2016 Spring"
"146","Spring","2016","MAJD SAKR","CS","15619","CLOUD COMPUTING","D","Lect","9","15","60%","26.33","4.44","4.33","4.22","4.11","4.44","4.22","4.44","4.11","4.22","15619 - CLOUD COMPUTING","2016 Spring"
"147","Spring","2016","MAJD SAKR","CS","15619","CLOUD COMPUTING","E","Lect","24","26","92%","24.88","3.83","4.46","4.46","3.83","4.5","4.29","4.21","4.17","4.46","15619 - CLOUD COMPUTING","2016 Spring"
"148","Spring","2016","JESSE STILES","CS","15622","INTRO COMPUTER MUSIC","A","Lect","4","6","67%","10.25","4","4.75","4.25","4.33","3.75","3.75","5","4.25","4","15622 - INTRO COMPUTER MUSIC","2016 Spring"
"149","Spring","2016","ROGER DANNENBERG","CS","15623","COMPTR MUSIC SYSTEMS","A","Lect","6","9","67%","9","5","4.67","4.67","4.83","5","4.83","5","4.67","5","15623 - COMPTR MUSIC SYSTEMS","2016 Spring"
"150","Spring","2016","ANDRE PLATZER","CS","15624","FNDN CYB PHY SYS","1","Lect","2","4","50%","12.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","15624 - FNDN CYB PHY SYS","2016 Spring"
"151","Spring","2016","ANDRE PLATZER","CS","15624","FNDN CYB PHY SYS","A","Lect","2","4","50%","11","3.5","4","4","4","3.5","4","3.5","4","3.5","15624 - FNDN CYB PHY SYS","2016 Spring"
"152","Spring","2016","JEFFREY EPPINGER","CS","15637","WEB APPLCTN DEVLPMNT","A","Lect","11","12","92%","11.36","4.36","4.55","4.73","4.36","4.64","4.45","4.73","4.45","4.45","15637 - WEB APPLCTN DEVLPMNT","2016 Spring"
"153","Spring","2016","JEFFREY EPPINGER","CS","15637","WEB APPLCTN DEVLPMNT","B","Lect","12","13","92%","15.91","4.58","4.67","4.75","4.75","4.67","4.75","4.75","4.67","4.75","15637 - WEB APPLCTN DEVLPMNT","2016 Spring"
"154","Spring","2016","JEFFREY EPPINGER","CS","15637","WEB APPLCTN DEVLPMNT","C","Lect","10","12","83%","11.44","4.6","4.6","4.6","4.6","4.7","4.6","4.7","4.7","4.6","15637 - WEB APPLCTN DEVLPMNT","2016 Spring"
"155","Spring","2016","JEFFREY EPPINGER","CS","15637","WEB APPLCTN DEVLPMNT","D","Lect","12","14","86%","14.27","4.42","4.33","4.42","4.33","4.42","4.55","4.75","4.27","4.33","15637 - WEB APPLCTN DEVLPMNT","2016 Spring"
"156","Spring","2016","SATYANARAYANAN, M. (co-taught)","CS","15640","DISTRIBUTED SYSTEMS","A","Lect","65","87","75%","16.94","4.65","4.49","4.58","4.37","4.57","4.48","4.66","4.54","4.4","15640 - DISTRIBUTED SYSTEMS","2016 Spring"
"157","Spring","2016","PILLAI, P. (co-taught)","CS","15640","DISTRIBUTED SYSTEMS","A","Lect","65","87","75%","16.81","4.56","4.48","4.49","4.51","4.54","4.51","4.6","4.51","4.4","15640 - DISTRIBUTED SYSTEMS","2016 Spring"
"158","Spring","2016","GIBSON, G. (co-taught)","CS","15649","SEMINAR DATA SYSTEMS","B","Lect","6","18","33%","11.17","4.83","4.83","4.83","4.83","4.83","4.83","4.83","4.83","4.83","15649 - SEMINAR DATA SYSTEMS","2016 Spring"
"159","Spring","2016","SAKR, M. (co-taught)","CS","15649","SEMINAR DATA SYSTEMS","B","Lect","6","18","33%","11.67","4.83","4.83","4.83","4.83","4.83","4.83","4.83","4.83","4.83","15649 - SEMINAR DATA SYSTEMS","2016 Spring"
"160","Spring","2016","VICTOR ADAMCHIK","CS","15650","ALGO ADV DATA STRUCT","A","Lect","35","45","78%","11.86","4.09","4.06","4.17","3.94","4.41","4.14","4.2","4.06","4.06","15650 - ALGO ADV DATA STRUCT","2016 Spring"
"161","Spring","2016","SLEATOR, D. (co-taught)","CS","15651","ALGORITHM DES & ANLS","1","Lect","13","13","100%","13.83","4.23","4.15","4.15","4","4.08","4.08","4.23","4","4.38","15651 - ALGORITHM DES & ANLS","2016 Spring"
"162","Spring","2016","GUPTA, A. (co-taught)","CS","15651","ALGORITHM DES & ANLS","1","Lect","13","13","100%","14.36","4.83","4.58","4.67","4.58","4.75","4.83","4.75","4.83","4.58","15651 - ALGORITHM DES & ANLS","2016 Spring"
"163","Spring","2016","SLEATOR, D. (co-taught)","CS","15651","ALGORITHM DES & ANLS","2","Lect","6","8","75%","18.17","4.67","4.67","4.83","4.83","4.83","4.67","5","4.33","4.5","15651 - ALGORITHM DES & ANLS","2016 Spring"
"164","Spring","2016","GUPTA, A. (co-taught)","CS","15651","ALGORITHM DES & ANLS","2","Lect","6","8","75%","16.67","4.83","5","5","4.83","4.83","5","5","5","4.83","15651 - ALGORITHM DES & ANLS","2016 Spring"
"165","Spring","2016","SLEATOR, D. (co-taught)","CS","15651","ALGORITHM DES & ANLS","SV","Lect","7","8","88%","17.43","4.86","5","4.71","4.71","4.86","4.86","4.86","4.71","4.86","15651 - ALGORITHM DES & ANLS","2016 Spring"
"166","Spring","2016","GUPTA, A. (co-taught)","CS","15651","ALGORITHM DES & ANLS","SV","Lect","7","8","88%","17.5","4.86","4.86","4.71","4.71","5","4.86","4.86","4.86","4.71","15651 - ALGORITHM DES & ANLS","2016 Spring"
"167","Spring","2016","ROBERT HARPER","CS","15652","FNDTN PROGMG LANGUAG","1","Lect","2","3","67%","14","5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","15652 - FNDTN PROGMG LANGUAG","2016 Spring"
"168","Spring","2016","LIMAURO, C. (co-taught)","CS","15661","IN & EXP PSCH BRD LG","A4","Lect","4","9","44%","2.75","3.75","4","4","4","4","4.25","4","3.75","4.25","15661 - IN & EXP PSCH BRD LG","2016 Spring"
"169","Spring","2016","SHIMIZU, E. (co-taught)","CS","15661","IN & EXP PSCH BRD LG","A4","Lect","4","9","44%","2.75","4.5","4.25","4.25","4.5","4.25","4.5","4.75","4.5","4.5","15661 - IN & EXP PSCH BRD LG","2016 Spring"
"170","Spring","2016","NANCY POLLARD","CS","15662","COMPUTER GRAPHICS","A","Lect","19","28","68%","18.22","4.53","4.53","4.63","4.37","4.58","4.53","4.95","4.58","4.63","15662 - COMPUTER GRAPHICS","2016 Spring"
"171","Spring","2016","STELIAN COROS","CS","15667","SIM MTHDS ANIM FABRC","A","Lect","8","9","89%","11.38","4.88","4.63","4.63","4.63","4.75","4.88","4.88","4.88","4.75","15667 - SIM MTHDS ANIM FABRC","2016 Spring"
"172","Spring","2016","GARTH GIBSON","CS","15689","INDP STD CMPTR SCI","B","Lect","3","6","50%","19.67","4.33","4.33","4.33","4.33","4.33","4.33","4.33","4.33","4.33","15689 - INDP STD CMPTR SCI","2016 Spring"
"173","Spring","2016","GIBSON, G. (co-taught)","CS","15719","ADV CLOUD COMPUTING","A","Lect","34","51","67%","15.97","4.29","4.12","4.21","3.94","4.26","4.24","4.26","4.15","3.97","15719 - ADV CLOUD COMPUTING","2016 Spring"
"174","Spring","2016","SAKR, M. (co-taught)","CS","15719","ADV CLOUD COMPUTING","A","Lect","34","51","67%","16.31","3.94","3.85","3.91","3.65","4","3.97","4.09","3.78","3.88","15719 - ADV CLOUD COMPUTING","2016 Spring"
"175","Spring","2016","ANDREW PAVLO","CS","15721","DATABASE SYSTEMS","A","Lect","14","27","52%","15.08","4.71","4.64","4.64","4.07","4.71","4.93","4.79","4.86","4.71","15721 - DATABASE SYSTEMS","2016 Spring"
"176","Spring","2016","SRINIVASAN SESHAN","CS","15744","COMPUTER NETWORKS","A","Lect","10","11","91%","12.4","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.4","4.4","15744 - COMPUTER NETWORKS","2016 Spring"
"177","Spring","2016","PHILLIP GIBBONS","CS","15745","OPTMZ CMPLR MOD ARCH","A","Lect","11","16","69%","10.4","4.55","4.64","4.45","4.55","4.45","4.73","4.82","4.64","4.64","15745 - OPTMZ CMPLR MOD ARCH","2016 Spring"
"178","Spring","2016","GARY MILLER","CS","15750","GRADUATE ALGORITHMS","A","Lect","12","21","57%","14.42","3.92","3.83","3.92","3.25","4","3.5","4.58","3.33","3.5","15750 - GRADUATE ALGORITHMS","2016 Spring"
"179","Spring","2016","SANDHOLM, T. (co-taught)","CS","15780","GRAD ARTIFICL INTELL","A","Lect","37","70","53%","12.51","4.03","3.97","4.03","3.73","4.22","3.59","4.24","3.62","3.73","15780 - GRAD ARTIFICL INTELL","2016 Spring"
"180","Spring","2016","KOLTER, J. (co-taught)","CS","15780","GRAD ARTIFICL INTELL","A","Lect","37","70","53%","12.44","4.16","4.19","4.3","3.97","4.35","4.11","4.35","4.14","3.84","15780 - GRAD ARTIFICL INTELL","2016 Spring"
"181","Spring","2016","JIA, L. (co-taught)","CS","15811","ADV TPCS IN COMP SEC","A","Lect","2","4","50%","14","3","2.5","3","3","4","4","2","2.5","2.5","15811 - ADV TPCS IN COMP SEC","2016 Spring"
"182","Spring","2016","FREDRIKSON, M. (co-taught)","CS","15811","ADV TPCS IN COMP SEC","A","Lect","2","4","50%","14","3","2.5","3","3","4","4","4","3","2.5","15811 - ADV TPCS IN COMP SEC","2016 Spring"
"183","Spring","2016","STEPHEN BROOKES","CS","15812","PROG LANG SEMANTICS","A","Lect","1","7","14%","2","3","2","3","3","4","4","4","3","2","15812 - PROG LANG SEMANTICS","2016 Spring"
"184","Spring","2016","CLAIRE LE GOUES","CS","15819","ADVD TPCS PROG LANGU","O","Lect","10","13","77%","13","5","4.7","4.7","4.8","4.8","4.4","4.7","4.4","4.6","15819 - ADVD TPCS PROG LANGU","2016 Spring"
"185","Spring","2016","JAN HOFFMANN","CS","15819","ADVD TPCS PROG LANGU","U","Lect","2","3","67%","9.5","4.5","5","4.5","3.5","4.5","4","5","4.5","4.5","15819 - ADVD TPCS PROG LANGU","2016 Spring"
"186","Spring","2016","ANDRE PLATZER","CS","15824","FND OF CYBER PHY SYS","1","Lect","3","4","75%","17.33","4.33","4.67","4.67","5","5","4.33","5","4.67","4.67","15824 - FND OF CYBER PHY SYS","2016 Spring"
"187","Spring","2016","CHRISTOS FALOUTSOS","CS","15826","MLTIMEDIA DB & DMING","A","Lect","41","61","67%","11.53","4.73","4.49","4.44","4.37","4.44","4.54","4.76","4.49","4.13","15826 - MLTIMEDIA DB & DMING","2016 Spring"
"188","Spring","2016","KARL CRARY","CS","15851","COMPUTATN & DEDUCTN","A","Lect","1","2","50%","2","5","3","4","3","5","5","5","5","5","15851 - COMPUTATN & DEDUCTN","2016 Spring"
"189","Spring","2016","BLUM, M. (co-taught)","CS","15859","ST:THRTCL CRPTOGPHY","AA","Lect","5","5","100%","9.8","4.2","3.8","3.6","3.5","4","3.4","4.6","3.6","4.4","15859 - ST:THRTCL CRPTOGPHY","2016 Spring"
"190","Spring","2016","GURUSWAMI, V. (co-taught)","CS","15859","ST:THRTCL CRPTOGPHY","AA","Lect","5","5","100%","8","4.6","4.4","4.2","4.5","4.2","4.4","4.6","4.4","4.4","15859 - ST:THRTCL CRPTOGPHY","2016 Spring"
"191","Spring","2016","KEENAN CRANE","CS","15869","SP TPCS IN GRAPHICS","J","Lect","12","17","71%","10.58","4.83","4.67","4.67","4.5","4.83","4.75","4.92","4.83","4.75","15869 - SP TPCS IN GRAPHICS","2016 Spring"
"192","Spring","2016","TAI-SING LEE","CS","15874","SP TP: COMP NEUROSCI","B","Lect","10","11","91%","8.6","4.7","4.6","4.7","4.8","4.9","4.7","4.9","4.7","4.7","15874 - SP TP: COMP NEUROSCI","2016 Spring"
"193","Spring","2016","ARIEL PROCACCIA","CS","15896","TRUTH, JUSTICE & ALG","A","Lect","6","10","60%","12","4.67","4.83","4.67","4.67","4.83","5","5","4.83","4.67","15896 - TRUTH, JUSTICE & ALG","2016 Spring"
"194","Spring","2016","UMUT ACAR","CS","15897","ADV TPCS IN PAR COMP","A","Lect","6","8","75%","6.5","5","3.83","4","4.5","4.83","4.67","4.67","4.67","4.67","15897 - ADV TPCS IN PAR COMP","2016 Spring"
"195","Spring","2016","DAVID CULYBA","ETC","53230","PROGM FOR GAME DESIG","A","Lect","5","10","50%","14.2","4.8","4.8","4.8","4.2","4.6","3.6","4.8","4.6","4.8","53230 - PROGM FOR GAME DESIG","2016 Spring"
"196","Spring","2016","SHIRLEY SALDAMARCO","ETC","53312","THEME PARK DESIGN","A","Lect","7","13","54%","5","4.43","3.86","3.86","4.71","4.57","4.29","4.57","4.29","4.29","53312 - THEME PARK DESIGN","2016 Spring"
"197","Spring","2016","GERARD KLUG","ETC","53371","RPG WRITING WORKSHOP","A","Lect","4","5","80%","16","4.25","3.75","4.5","4.25","4.75","3.75","4.5","4.5","4.5","53371 - RPG WRITING WORKSHOP","2016 Spring"
"198","Spring","2016","JESSE SCHELL","ETC","53409","GAME DESIGN","A","Lect","3","4","75%","18.67","4.33","4.67","5","5","5","5","4.33","4.67","5","53409 - GAME DESIGN","2016 Spring"
"199","Spring","2016","THOMAS CORBETT","ETC","53471","GAME DGN, PROTYPING","1","Lect","8","23","35%","12.63","4.63","4.25","4.13","4.38","4.63","4","4.38","4.25","4.13","53471 - GAME DGN, PROTYPING","2016 Spring"
"200","Spring","2016","ANDREW DAVIDSON","ETC","53600","ETC COOPERATV EDCTN","A","Lect","18","25","72%","24.06","4.39","4.56","4.39","4.39","4.44","4.44","4.72","4.39","4.61","53600 - ETC COOPERATV EDCTN","2016 Spring"
"201","Spring","2016","STEPHEN LIBRANDE","ETC","53603","GAME DESIGN FUND","L","Lect","6","8","75%","12.5","4.67","5","4.67","4.83","4.67","4.67","5","4.83","4.67","53603 - GAME DESIGN FUND","2016 Spring"
"202","Spring","2016","CHARLES HOOVER","ETC","53604","PRODCTN & LEADERSHIP","A","Lect","4","5","80%","5.75","5","4.5","5","4.5","4.75","5","5","5","5","53604 - PRODCTN & LEADERSHIP","2016 Spring"
"203","Spring","2016","SHIRLEY SALDAMARCO","ETC","53605","ETC INTERDSPY PRJ I","A","Lect","2","5","40%","27","4","4","4.5","5","4.5","4.5","4.5","4.5","4.5","53605 - ETC INTERDSPY PRJ I","2016 Spring"
"204","Spring","2016","VITUCCIO, R. (co-taught)","ETC","53605","ETC INTERDSPY PRJ I","B","Lect","5","6","83%","27","4","4","4","3.8","4","3.8","4.2","4","4.4","53605 - ETC INTERDSPY PRJ I","2016 Spring"
"205","Spring","2016","DESSLER, J. (co-taught)","ETC","53605","ETC INTERDSPY PRJ I","B","Lect","5","6","83%","27","4.8","5","4.8","5","5","4.8","5","5","4.8","53605 - ETC INTERDSPY PRJ I","2016 Spring"
"206","Spring","2016","SALDAMARCO, S. (co-taught)","ETC","53605","ETC INTERDSPY PRJ I","C","Lect","2","5","40%","27","4","3.5","3.5","4.5","3.5","4","5","4","3.5","53605 - ETC INTERDSPY PRJ I","2016 Spring"
"207","Spring","2016","DESSLER, J. (co-taught)","ETC","53605","ETC INTERDSPY PRJ I","C","Lect","2","5","40%","27","4","3","3.5","4","4","3.5","5","4","3.5","53605 - ETC INTERDSPY PRJ I","2016 Spring"
"208","Spring","2016","MICHAEL CHRISTEL","ETC","53605","ETC INTERDSPY PRJ I","D","Lect","3","4","75%","21.67","5","5","5","5","5","5","5","5","5","53605 - ETC INTERDSPY PRJ I","2016 Spring"
"209","Spring","2016","VITUCCIO, R. (co-taught)","ETC","53605","ETC INTERDSPY PRJ I","E","Lect","3","6","50%","25","5","5","5","5","5","5","5","5","5","53605 - ETC INTERDSPY PRJ I","2016 Spring"
"210","Spring","2016","HARGER, B. (co-taught)","ETC","53605","ETC INTERDSPY PRJ I","E","Lect","3","6","50%","25","5","5","5","5","5","5","5","5","5","53605 - ETC INTERDSPY PRJ I","2016 Spring"
"211","Spring","2016","CHRISTEL, M. (co-taught)","ETC","53605","ETC INTERDSPY PRJ I","F","Lect","3","5","60%","27","5","5","5","5","5","5","5","5","5","53605 - ETC INTERDSPY PRJ I","2016 Spring"
"212","Spring","2016","YEE, S. (co-taught)","ETC","53605","ETC INTERDSPY PRJ I","F","Lect","3","5","60%","22.67","5","4.67","4.67","4.67","5","4.67","5","5","5","53605 - ETC INTERDSPY PRJ I","2016 Spring"
"213","Spring","2016","HARGER, B. (co-taught)","ETC","53605","ETC INTERDSPY PRJ I","G","Lect","3","6","50%","27","4","4","4","4","4.33","3.33","4.67","4.33","4","53605 - ETC INTERDSPY PRJ I","2016 Spring"
"214","Spring","2016","KLUG, G. (co-taught)","ETC","53605","ETC INTERDSPY PRJ I","G","Lect","3","6","50%","27","3.33","3.33","3.67","3.67","4","3","3.33","3.33","3.67","53605 - ETC INTERDSPY PRJ I","2016 Spring"
"215","Spring","2016","KLUG, G. (co-taught)","ETC","53605","ETC INTERDSPY PRJ I","H","Lect","6","6","100%","23.83","3.67","3.83","3.67","3.5","3.5","3.67","3.17","3.33","4.17","53605 - ETC INTERDSPY PRJ I","2016 Spring"
